,GWAS P,GWAS Rank,Prop-Value,log10(Prop-Value),Prop Rank,Empirical P,Adjusted Association
LYPD2,1.0,9915.5,1.0950302018473875e-05,-4.9605739024542004,15515.0,0.784298857547,0.784298857547
LYPD3,1.0,9915.5,0.00067554881287934564,-3.1703432648532948,1358.0,0.0686482661005,0.0686482661005
LYPD4,1.0,9915.5,2.6248968413799842e-05,-4.580887759724602,12738.0,0.643918713982,0.643918713982
LYPD5,1.0,9915.5,4.9982702300293081e-06,-5.3011802675697099,17118.0,0.865332120109,0.865332120109
LYPD6,1.0,9915.5,3.9244252942623023e-05,-4.4062239337735596,11089.0,0.560560105146,0.560560105146
LYPD6B,1.0,9915.5,1.8832439051513493e-06,-5.7250934294248719,18264.0,0.923263572945,0.923263572945
LYPD8,1.0,9915.5,2.4414948885064419e-07,-6.6123441806142509,19447.0,0.983065413002,0.983065413002
LYPLA1,1.0,9915.5,0.0013582647203954842,-2.8670155795378363,428.0,0.021635830553,0.021635830553
LYPLA2,1.0,9915.5,8.1697906915183415e-05,-4.0877890698669761,7685.0,0.388484480841,0.388484480841
LYPLAL1,1.0,9915.5,2.5596761190167881e-05,-4.5918149833687778,12830.0,0.648569406531,0.648569406531
LYRM1,1.0,9915.5,4.7321759941142854e-05,-4.324939111919984,10296.0,0.520473157416,0.520473157416
LYRM2,1.0,9915.5,3.457323764156058e-05,-4.46125994866052,11603.0,0.586543322212,0.586543322212
LYRM4,1.0,9915.5,5.3845924696381806e-05,-4.2688471604968834,9702.0,0.490445859873,0.490445859873
LYRM5,1.0,9915.5,1.6428915203944824e-06,-5.7843911119449984,18387.0,0.929481346679,0.929481346679
LYRM7,1.0,9915.5,1.1075479064676387e-05,-4.9556374794935429,15474.0,0.782226266303,0.782226266303
LYRM9,1.0,9915.5,3.3796942130396023e-07,-6.4711225919108504,19303.0,0.975786068143,0.975786068143
LYSMD1,1.0,9915.5,3.6520201417532309e-06,-5.4374668358945399,17598.0,0.889596602972,0.889596602972
LYSMD2,1.0,9915.5,7.5982225599588046e-06,-5.1192879896512116,16472.0,0.832676170256,0.832676170256
LYSMD3,1.0,9915.5,3.1418409164061617e-05,-4.5028158087537351,12025.0,0.607875846729,0.607875846729
LYSMD4,1.0,9915.5,1.2514719498069866e-07,-6.9025788801193331,19662.0,0.993933879284,0.993933879284
LYST,1.0,9915.5,0.00015825240101071774,-3.8006496921302255,4318.0,0.218279243757,0.218279243757
LYVE1,1.0,9915.5,0.000159653592825387,-3.7968213037034091,4277.0,0.216206652512,0.216206652512
LYZ,1.0,9915.5,0.00021626993007450428,-3.665003860175057,2943.0,0.148771610555,0.148771610555
LYZL1,1.0,9915.5,2.2161130117686221e-05,-4.65440809631904,13329.0,0.673794358508,0.673794358508
LYZL2,1.0,9915.5,3.9013734684590122e-05,-4.408782473803206,11114.0,0.561823880295,0.561823880295
LYZL4,1.0,9915.5,2.2480583185550407e-05,-4.6481924266002519,13282.0,0.671418461227,0.671418461227
LYZL6,1.0,9915.5,1.6465521376177152e-06,-5.783424512919777,18385.0,0.929380244667,0.929380244667
LZIC,1.0,9915.5,5.2157050002415325e-06,-5.2826869802344056,17059.0,0.862349610757,0.862349610757
LZTFL1,1.0,9915.5,4.2768821955811866e-05,-4.368872711986266,10723.0,0.542058436963,0.542058436963
LZTR1,1.0,9915.5,0.00013758048865098073,-3.8614431523798931,5036.0,0.25457486604,0.25457486604
LZTS1,1.0,9915.5,6.0002555497946991e-05,-4.2218302526993119,9212.0,0.46567586695,0.46567586695
LZTS2,1.0,9915.5,7.5288682217522547e-05,-4.1232703042760814,8073.0,0.408098271156,0.408098271156
LZTS3,1.0,9915.5,3.1137728095982739e-05,-4.506713078067599,12069.0,0.610100090992,0.610100090992
M1AP,1.0,9915.5,2.3558739552590877e-06,-5.6278479490291629,18088.0,0.914366595895,0.914366595895
M6PR,1.0,9915.5,0.00016302904798069965,-3.7877350075360532,4167.0,0.210646041856,0.210646041856
MAATS1,1.0,9915.5,2.0314525012458156e-06,-5.6921933277495809,18188.0,0.919421696492,0.919421696492
MAB21L1,1.0,9915.5,2.4688119425712214e-05,-4.6075119904302158,12970.0,0.655646547366,0.655646547366
MAB21L2,1.0,9915.5,1.513295327109835e-05,-4.8200763089773693,14615.0,0.738802952179,0.738802952179
MAB21L3,1.0,9915.5,4.1950237902656793e-06,-5.3772655719147062,17389.0,0.879031442726,0.879031442726
MACC1,1.0,9915.5,1.2822065814059067e-05,-4.8920419982673451,15096.0,0.763117986048,0.763117986048
MACF1,1.0,9915.5,0.00021404393880768857,-3.6694970657957775,2980.0,0.150641997776,0.150641997776
MACROD1,1.0,9915.5,2.2773937169670047e-05,-4.6425618818464258,13240.0,0.669295318977,0.669295318977
MACROD2,1.0,9915.5,0.00026447252800317902,-3.5776194334823526,2331.0,0.117834394904,0.117834394904
MAD1L1,1.0,9915.5,9.6971672948248887e-05,-4.0133551119084006,6852.0,0.346375492872,0.346375492872
MAD2L1,1.0,9915.5,0.00025665095497601838,-3.5906571154279856,2406.0,0.121625720352,0.121625720352
MAD2L1BP,1.0,9915.5,3.6690533519920879e-05,-4.4354459730880693,11368.0,0.57466383581,0.57466383581
MAD2L2,1.0,9915.5,6.8998593680110558e-05,-4.1611597609032076,8508.0,0.43008795875,0.43008795875
MADCAM1,1.0,9915.5,0.00029834362781086315,-3.525283233623917,2043.0,0.103275705187,0.103275705187
MADD,1.0,9915.5,0.00012295408508077854,-3.9102570374940502,5611.0,0.28364169447,0.28364169447
MAEA,1.0,9915.5,0.00010350850145440492,-3.9850239788726753,6516.0,0.329390354868,0.329390354868
MAEL,1.0,9915.5,2.8883786525918093e-05,-4.5393458734460204,12349.0,0.624254372662,0.624254372662
MAF,1.0,9915.5,0.00025672719371019041,-3.590528126448278,2405.0,0.121575169346,0.121575169346
MAF1,1.0,9915.5,3.06090255110737e-05,-4.5141504966653301,12135.0,0.613436457386,0.613436457386
MAFA,1.0,9915.5,1.1042465590237527e-05,-4.9569339453856909,15487.0,0.78288342938,0.78288342938
MAFB,1.0,9915.5,0.00019464391891343941,-3.7107591600094807,3371.0,0.170407441108,0.170407441108
MAFF,1.0,9915.5,0.00016457744539866549,-3.783629683158221,4125.0,0.208522899606,0.208522899606
MAFG,1.0,9915.5,4.7507990430289978e-05,-4.3232333396817033,10278.0,0.519563239308,0.519563239308
MAFK,1.0,9915.5,5.0837019918614624e-05,-4.293819915844912,9992.0,0.505105651602,0.505105651602
MAG,1.0,9915.5,0.00030165896818029446,-3.5204837587834521,2018.0,0.102011930037,0.102011930037
MAGEA1,1.0,9915.5,1.9045967062170606e-05,-4.7201969710680576,13854.0,0.700333636639,0.700333636639
MAGEA10,1.0,9915.5,0.0002769709590488079,-3.5575657651811921,2214.0,0.111919927207,0.111919927207
MAGEA11,1.0,9915.5,3.0155259754109259e-05,-4.5206369262117505,12198.0,0.616621170761,0.616621170761
MAGEA12,1.0,9915.5,5.1424672231642021e-06,-5.2888284677118547,17079.0,0.863360630877,0.863360630877
MAGEA2,1.0,9915.5,1.6514691872331201e-06,-5.7821295248726363,18382.0,0.929228591649,0.929228591649
MAGEA2B,1.0,9915.5,2.3635347071659898e-05,-4.6264380159462162,13113.0,0.662875341219,0.662875341219
MAGEA3,1.0,9915.5,7.547965620369811e-06,-5.1221700866361051,16483.0,0.833232231321,0.833232231321
MAGEA4,1.0,9915.5,1.4971221276482673e-05,-4.8247427706654111,14651.0,0.740622788393,0.740622788393
MAGEA5,1.0,9915.5,1.2693927099520468e-07,-6.8964040001426623,19656.0,0.993630573248,0.993630573248
MAGEA6,1.0,9915.5,2.8057752629261135e-05,-4.5519471180474413,12462.0,0.629966636336,0.629966636336
MAGEA8,1.0,9915.5,5.5929137377893818e-06,-5.2523618789537068,16945.0,0.856586796077,0.856586796077
MAGEA9,1.0,9915.5,1.3732008498891703e-06,-5.8622659364565539,18536.0,0.937013446568,0.937013446568
MAGEA9B,1.0,9915.5,5.7202284839076415e-06,-5.2425866237736711,16907.0,0.854665857851,0.854665857851
MAGEB1,1.0,9915.5,1.4054594146001281e-05,-4.8521816909812649,14845.0,0.750429683551,0.750429683551
MAGEB10,1.0,9915.5,7.4895373147387801e-06,-5.1255450111206295,16495.0,0.833838843393,0.833838843393
MAGEB16,1.0,9915.5,2.0013496503677119e-06,-5.6986770303244274,18202.0,0.920129410575,0.920129410575
MAGEB17,1.0,9915.5,1.1434597666515173e-06,-5.9417791117119174,18669.0,0.943736730361,0.943736730361
MAGEB18,1.0,9915.5,3.3711302954922084e-06,-5.4722244615046227,17727.0,0.896117682742,0.896117682742
MAGEB2,1.0,9915.5,5.8696819551774604e-05,-4.2313854300732485,9321.0,0.4711859266,0.4711859266
MAGEB3,1.0,9915.5,5.5016325506533856e-06,-5.2595084191358374,16976.0,0.858153877262,0.858153877262
MAGEB4,1.0,9915.5,2.8273884586322152e-05,-4.5486145191190559,12440.0,0.628854514205,0.628854514205
MAGEB6,1.0,9915.5,1.6614427136244862e-05,-4.7795146285566119,14328.0,0.724294813467,0.724294813467
MAGEC1,1.0,9915.5,2.742794942639873e-05,-4.5618066599889371,12549.0,0.634364573855,0.634364573855
MAGEC2,1.0,9915.5,4.9237753944137824e-05,-4.3077017662995143,10136.0,0.512384996461,0.512384996461
MAGEC3,1.0,9915.5,1.7677383412515174e-05,-4.752582018372947,14123.0,0.713931857244,0.713931857244
MAGED1,1.0,9915.5,6.8914939887862144e-05,-4.1616866183316183,8520.0,0.430694570822,0.430694570822
MAGED2,1.0,9915.5,0.00070279373913514486,-3.1531721160884811,1317.0,0.0665756748559,0.0665756748559
MAGED4,1.0,9915.5,3.8371233476731059e-06,-5.4159942398027878,17533.0,0.886310787585,0.886310787585
MAGED4B,1.0,9915.5,4.2565069125246974e-06,-5.3709466569811379,17349.0,0.877009402487,0.877009402487
MAGEE1,1.0,9915.5,3.1631839162073064e-06,-5.4998755562752732,17828.0,0.901223334344,0.901223334344
MAGEE2,1.0,9915.5,5.1771254350489399e-06,-5.2859113124974471,17069.0,0.862855120817,0.862855120817
MAGEF1,1.0,9915.5,2.3801005130212855e-05,-4.6234047020490507,13094.0,0.661914872106,0.661914872106
MAGEH1,1.0,9915.5,3.9763667699821037e-05,-4.4005135642060491,11040.0,0.558083105854,0.558083105854
MAGEL2,1.0,9915.5,4.0942043983138612e-05,-4.3878304794937533,10922.0,0.55211808715,0.55211808715
