,GWAS P,GWAS Rank,Prop-Value,log10(Prop-Value),Prop Rank,Empirical P,Adjusted Association
HIST1H2BJ,1.0,9932.0,0.001071385074325707,-2.9700544081620914,2417.0,0.122181781417,0.122181781417
HIST1H2BK,1.0,9932.0,0.0011581851929734438,-2.936221991682936,2158.0,0.109089070873,0.109089070873
HIST1H2BL,1.0,9932.0,0.0010899166592445498,-2.9626067092281678,2365.0,0.119553129107,0.119553129107
HIST1H2BM,1.0,9932.0,0.00025608233149245331,-3.5916203848273041,8164.0,0.412698412698,0.412698412698
HIST1H2BN,1.0,9932.0,0.0011247038503254935,-2.9489618180869783,2257.0,0.114093620463,0.114093620463
HIST1H2BO,1.0,9932.0,0.00022122444096382663,-3.6551668936903527,8764.0,0.443029016277,0.443029016277
HIST1H3A,1.0,9932.0,0.00088931582251668747,-3.0509439807411702,3069.0,0.155141037307,0.155141037307
HIST1H3B,1.0,9932.0,0.00013763391426935238,-3.8612745387368834,10825.0,0.547214639571,0.547214639571
HIST1H3C,1.0,9932.0,0.0011201393157576716,-2.9507279592029536,2275.0,0.11500353857,0.11500353857
HIST1H3D,1.0,9932.0,0.00082802640491407128,-3.0819558137880296,3327.0,0.168183196846,0.168183196846
HIST1H3E,1.0,9932.0,0.00021483999977841143,-3.6678848567444744,8906.0,0.450207259124,0.450207259124
HIST1H3F,1.0,9932.0,0.00011877752846748432,-3.9252657158000375,11378.0,0.57516934587,0.57516934587
HIST1H3G,1.0,9932.0,0.00011603115451128207,-3.935425386499535,11491.0,0.580881609544,0.580881609544
HIST1H3H,1.0,9932.0,0.00078565819568611668,-3.1047663547408737,3530.0,0.178445051057,0.178445051057
HIST1H3I,1.0,9932.0,0.0001089462283721437,-3.9627878000714061,11725.0,0.59271054494,0.59271054494
HIST1H3J,1.0,9932.0,0.00092113516589637217,-3.0356766374515538,2955.0,0.149378222627,0.149378222627
HIST1H4A,1.0,9932.0,0.00094351372231955746,-3.0252517791404645,2865.0,0.14482863209,0.14482863209
HIST1H4B,1.0,9932.0,0.0010941512388558036,-2.9609226435776699,2352.0,0.11889596603,0.11889596603
HIST1H4C,1.0,9932.0,0.0017671450781813714,-2.7527277945412272,1201.0,0.060711758164,0.060711758164
HIST1H4D,1.0,9932.0,0.0007324360579832876,-3.1352302834341086,3790.0,0.191588312607,0.191588312607
HIST1H4E,1.0,9932.0,0.0010456846991010842,-2.98059924671439,2508.0,0.12678192296,0.12678192296
HIST1H4F,1.0,9932.0,0.0008713953470238842,-3.0597847633895312,3132.0,0.158325750682,0.158325750682
HIST1H4G,1.0,9932.0,2.5821885327323384e-05,-4.5880120518696978,16002.0,0.808917197452,0.808917197452
HIST1H4H,1.0,9932.0,0.00069929922828651015,-3.1553369510263063,3978.0,0.201091901729,0.201091901729
HIST1H4I,1.0,9932.0,0.0011460649660810765,-2.940790763161977,2200.0,0.111212213123,0.111212213123
HIST1H4J,1.0,9932.0,0.0011362301147450891,-2.9445337043262345,2228.0,0.11262764129,0.11262764129
HIST1H4K,1.0,9932.0,0.00066427504679421182,-3.1776520613370467,4191.0,0.211859265999,0.211859265999
HIST1H4L,1.0,9932.0,0.00066669584862863018,-3.1760722491241609,4176.0,0.21110100091,0.21110100091
HIST2H2AA3,1.0,9932.0,0.00085261294754132013,-3.0692480765644974,3210.0,0.162268729148,0.162268729148
HIST2H2AA4,1.0,9932.0,0.00054488970047409855,-3.26369140106917,4998.0,0.252653927813,0.252653927813
HIST2H2AB,1.0,9932.0,0.00028230431799293031,-3.5492824790399005,7721.0,0.390304317056,0.390304317056
HIST2H2AC,1.0,9932.0,0.0010490140443227525,-2.979218697382187,2494.0,0.126074208877,0.126074208877
HIST2H2BE,1.0,9932.0,0.0011402230292370818,-2.943010191739547,2219.0,0.112172682236,0.112172682236
HIST2H2BF,1.0,9932.0,0.00017499625942863747,-3.756971234324356,9770.0,0.493883328278,0.493883328278
HIST2H3A,1.0,9932.0,0.0010974023835478254,-2.9596341008553178,2340.0,0.118289353958,0.118289353958
HIST2H3C,1.0,9932.0,0.00078392111526070227,-3.1057276374822074,3539.0,0.17890001011,0.17890001011
HIST2H3D,1.0,9932.0,0.00074060764508578709,-3.1304118091628466,3743.0,0.189212415327,0.189212415327
