,GWAS P,GWAS Rank,Prop-Value,log10(Prop-Value),Prop Rank,Empirical P,Adjusted Association
ABRACL,1.0,9915.5,1.8324735552776507e-05,-4.7369622840155445,14207.0,0.718178141745,0.718178141745
ABRAXAS1,1.0,9915.5,1.4653496595567924e-05,-4.834058732240325,14839.0,0.750126377515,0.750126377515
ABRAXAS2,1.0,9915.5,0.00010709609543315123,-3.9702263626205085,6459.0,0.326508947528,0.326508947528
ABT1,1.0,9915.5,8.1048729389376846e-05,-4.0912537892486274,7940.0,0.401374987362,0.401374987362
ABTB1,1.0,9915.5,2.1547805716816784e-05,-4.6665969488720815,13710.0,0.69305429178,0.69305429178
ABTB2,1.0,9915.5,8.3983695254699273e-06,-5.0758050204647063,16095.0,0.813618441007,0.813618441007
AC002310.5,1.0,9915.5,9.7382328782989529e-06,-5.0115198440280704,15782.0,0.79779597614,0.79779597614
AC002996.1,1.0,9915.5,2.1550470275073725e-06,-5.6665432482113225,18040.0,0.911940147609,0.911940147609
AC003002.1,1.0,9915.5,8.8689275480739573e-07,-6.0521288929205683,18800.0,0.950358912142,0.950358912142
AC003688.1,1.0,9915.5,3.8466196260202055e-06,-5.4149207568925233,17322.0,0.875644525326,0.875644525326
AC004080.3,1.0,9915.5,4.0829381885532789e-06,-5.389027194794962,17241.0,0.871549893843,0.871549893843
AC004223.3,1.0,9915.5,1.7714996681546805e-06,-5.7516589246848007,18323.0,0.926246082297,0.926246082297
AC004691.2,1.0,9915.5,2.4154345938445095e-05,-4.6170047180271805,13295.0,0.672075624305,0.672075624305
AC004754.1,1.0,9915.5,3.8614053118937868e-07,-6.4132546103209416,19261.0,0.973662925892,0.973662925892
AC004832.3,1.0,9915.5,9.1479531016340107e-07,-6.0386760705359679,18780.0,0.949347892023,0.949347892023
AC004997.1,1.0,9915.5,2.4699087443472718e-07,-6.6073190923105978,19461.0,0.983773127085,0.983773127085
AC005324.3,1.0,9915.5,1.3942120156873117e-06,-5.8556711787188567,18499.0,0.935143059347,0.935143059347
AC005324.4,1.0,9915.5,2.0399831662275944e-05,-4.690373416321469,13895.0,0.702406227884,0.702406227884
AC005520.1,1.0,9915.5,4.7815931646644163e-06,-5.3204273780022664,17029.0,0.860833080578,0.860833080578
AC005670.2,1.0,9915.5,4.8696699737923735e-06,-5.3125004706986223,17003.0,0.859518754423,0.859518754423
AC005833.1,1.0,9915.5,4.3510553107069052e-05,-4.3614053959115759,10898.0,0.550904863007,0.550904863007
AC005837.2,1.0,9915.5,7.7619989510312289e-07,-6.110026420287241,18874.0,0.954099686584,0.954099686584
AC006486.1,1.0,9915.5,5.1443532911105864e-05,-4.28866921366253,10112.0,0.511171772318,0.511171772318
AC006538.2,1.0,9915.5,1.37154649556779e-06,-5.862789465182126,18514.0,0.935901324436,0.935901324436
AC007192.1,1.0,9915.5,4.4476711264471541e-05,-4.3518673332177409,10798.0,0.54584976241,0.54584976241
AC008575.1,1.0,9915.5,9.8471615026939311e-07,-6.006688939184861,18727.0,0.946668688707,0.946668688707
AC008764.1,1.0,9915.5,6.929687188409234e-07,-6.159286369344029,18949.0,0.957891012031,0.957891012031
AC008770.3,1.0,9915.5,1.8689582991012777e-06,-5.7284003886544737,18276.0,0.923870185017,0.923870185017
AC008982.1,1.0,9915.5,3.3074106954176811e-06,-5.4805118735232039,17491.0,0.884187645334,0.884187645334
AC010132.3,1.0,9915.5,4.1212992270783231e-05,-4.3849658523642185,11147.0,0.563492063492,0.563492063492
AC010422.3,1.0,9915.5,5.3525532254664024e-07,-6.2714390054139209,19104.0,0.965726417956,0.965726417956
AC010422.6,1.0,9915.5,2.4359810106995495e-07,-6.6133261014991556,19465.0,0.983975331109,0.983975331109
AC010542.3,1.0,9915.5,1.0519126666938893e-05,-4.9780203152653186,15612.0,0.789202305126,0.789202305126
AC011448.1,1.0,9915.5,7.802832429448742e-07,-6.1077477197212939,18872.0,0.953998584572,0.953998584572
AC011455.3,1.0,9915.5,6.0011753001474007e-06,-5.2217636868858381,16690.0,0.843696289556,0.843696289556
AC011462.1,1.0,9915.5,1.6657652946405806e-06,-5.7783861904581375,18377.0,0.928975836619,0.928975836619
AC011473.4,1.0,9915.5,1.666600569078101e-05,-4.7781684742159705,14505.0,0.733242341523,0.733242341523
AC011479.1,1.0,9915.5,1.8175124601015726e-07,-6.7405226031182739,19565.0,0.989030431706,0.989030431706
AC011604.2,1.0,9915.5,1.8004294711630789e-06,-5.7446238867251465,18312.0,0.925690021231,0.925690021231
AC012184.2,1.0,9915.5,1.1278862562168095e-05,-4.9477346953776218,15460.0,0.781518552219,0.781518552219
AC012254.2,1.0,9915.5,1.822554954117514e-06,-5.7393193678603689,18296.0,0.924881205136,0.924881205136
AC012309.1,1.0,9915.5,7.5444524138647999e-07,-6.1223722764009274,18888.0,0.954807400667,0.954807400667
AC013269.1,1.0,9915.5,9.0631933315165452e-07,-6.0427187557551232,18784.5,0.94957537155,0.94957537155
AC018523.2,1.0,9915.5,6.1238606837539161e-05,-4.2129746979484883,9299.0,0.470073804469,0.470073804469
AC018755.2,1.0,9915.5,6.6103115999505619e-06,-5.1797780680560379,16537.0,0.835961985644,0.835961985644
AC020909.1,1.0,9915.5,6.0854319061038057e-07,-6.2157085928191274,19049.0,0.962946112628,0.962946112628
AC020915.1,1.0,9915.5,7.5279317170413862e-07,-6.1233243288802983,18892.0,0.955009604691,0.955009604691
AC022335.1,1.0,9915.5,1.4796508416425173e-07,-6.8298407544954332,19676.0,0.994641593368,0.994641593368
AC022826.2,1.0,9915.5,2.6535036334664314e-06,-5.5761803133508421,17771.0,0.898341927004,0.898341927004
AC023055.1,1.0,9915.5,5.1440291940964745e-06,-5.2886965753095296,16928.0,0.855727428976,0.855727428976
AC023509.3,1.0,9915.5,1.197839710331832e-06,-5.9216012934457325,18606.0,0.940552016985,0.940552016985
AC026464.1,1.0,9915.5,9.5997757818284339e-07,-6.0177389104866652,18747.0,0.947679708826,0.947679708826
AC026464.3,1.0,9915.5,1.2504768071614898e-06,-5.902924358803685,18583.0,0.939389343848,0.939389343848
AC026464.4,1.0,9915.5,1.1692973937874855e-05,-4.9320750183035766,15384.0,0.777676675766,0.777676675766
AC026786.1,1.0,9915.5,7.264172935437169e-07,-6.1388138252782589,18913.0,0.956071175816,0.956071175816
AC034102.2,1.0,9915.5,5.5008665802731677e-06,-5.2595688884357683,16831.0,0.850823981397,0.850823981397
AC037459.1,1.0,9915.5,1.5925909781456701e-06,-5.7978957488337057,18416.0,0.930947325852,0.930947325852
AC040162.1,1.0,9915.5,4.2648147037707143e-06,-5.3700998331665764,17190.0,0.868971792539,0.868971792539
AC048338.1,1.0,9915.5,9.5417409738207863e-07,-6.0203723772517517,18752.0,0.947932463856,0.947932463856
AC067968.1,1.0,9915.5,1.540985518457183e-05,-4.8122014425818316,14716.0,0.743908603781,0.743908603781
AC068234.1,1.0,9915.5,5.490554393975911e-05,-4.2603838016175644,9829.0,0.49686583763,0.49686583763
AC068533.4,1.0,9915.5,1.0635746322389613e-06,-5.9732320297553096,18688.0,0.944697199474,0.944697199474
AC068775.1,1.0,9915.5,5.5824744940063751e-06,-5.2531732525176249,16797.0,0.849105247194,0.849105247194
AC068775.2,1.0,9915.5,1.5453250669962892e-06,-5.8109801505735952,18433.0,0.931806692953,0.931806692953
AC068896.1,1.0,9915.5,3.150806508006055e-07,-6.5015782661644455,19343.0,0.977808108381,0.977808108381
AC073610.2,1.0,9915.5,1.4099129907579616e-05,-4.8508076879117494,14922.0,0.75432211101,0.75432211101
AC078927.1,1.0,9915.5,2.8399404847230705e-06,-5.54669076115972,17686.0,0.894045091497,0.894045091497
AC090527.2,1.0,9915.5,2.5626859723181752e-06,-5.5913046083475431,17805.0,0.900060661207,0.900060661207
AC091167.3,1.0,9915.5,1.4744493630344537e-06,-5.831370137817057,18468.0,0.933575978162,0.933575978162
AC092143.1,1.0,9915.5,1.2620866332733884e-06,-5.8989108328405138,18575.0,0.9389849358,0.9389849358
AC092647.5,1.0,9915.5,7.2750508482489968e-06,-5.1381639668730816,16373.0,0.827671620665,0.827671620665
AC093155.3,1.0,9915.5,2.4417199817220128e-06,-5.6123041427522669,17867.0,0.903194823577,0.903194823577
AC093525.2,1.0,9915.5,2.9963975422760658e-06,-5.5234005678206177,17606.0,0.89000101102,0.89000101102
AC099329.3,1.0,9915.5,1.277181786908125e-06,-5.8937472832908284,18568.0,0.938631078758,0.938631078758
AC099811.2,1.0,9915.5,3.9659862704683618e-05,-4.4016487935775519,11323.0,0.572389040542,0.572389040542
AC099850.2,1.0,9915.5,1.7096916076809847e-07,-6.7670822201113756,19593.0,0.990445859873,0.990445859873
AC100868.1,1.0,9915.5,1.4830791823307718e-07,-6.8288356611555061,19674.0,0.994540491356,0.994540491356
AC104831.1,1.0,9915.5,6.2816513019848693e-07,-6.2019261752006365,19028.0,0.961884541502,0.961884541502
AC105001.2,1.0,9915.5,1.2478549664759278e-05,-4.9038358881467365,15232.0,0.769992922859,0.769992922859
AC108488.2,1.0,9915.5,3.0994850234075267e-06,-5.5087104578015778,17565.0,0.887928419776,0.887928419776
AC110275.1,1.0,9915.5,1.4938626664855841e-07,-6.8256893261678497,19671.0,0.994388838338,0.994388838338
AC113554.2,1.0,9915.5,3.7665684981135011e-05,-4.4240541301609824,11533.0,0.583004751795,0.583004751795
AC129492.3,1.0,9915.5,6.2498186576403379e-07,-6.2041325837965173,19031.0,0.96203619452,0.96203619452
AC135050.2,1.0,9915.5,2.1760154454387483e-07,-6.6623380263244956,19509.0,0.986199575372,0.986199575372
AC135068.1,1.0,9915.5,7.1938253134107687e-07,-6.1430401122977232,18923.0,0.956576685876,0.956576685876
AC135178.2,1.0,9915.5,4.5889513498590905e-06,-5.3382865464892015,17096.0,0.864219997978,0.864219997978
AC138696.1,1.0,9915.5,1.9791499945238631e-05,-4.7035212905204835,13986.0,0.707006369427,0.707006369427
AC138811.2,1.0,9915.5,1.1111136082976254e-06,-5.9542415333775303,18660.0,0.943281771307,0.943281771307
AC138894.1,1.0,9915.5,4.6440410140801791e-06,-5.3331039534231177,17080.0,0.863411181883,0.863411181883
AC138969.1,1.0,9915.5,6.2838552585600355e-06,-5.2017738269949909,16621.0,0.840208270145,0.840208270145
AC139530.2,1.0,9915.5,3.0084989609774015e-05,-4.5216501341613098,12490.0,0.631382064503,0.631382064503
AC245033.1,1.0,9915.5,3.1131459567892244e-06,-5.5068005173701069,17556.0,0.887473460722,0.887473460722
ACAA1,1.0,9915.5,0.00062088244130897581,-3.2069906219231386,1440.0,0.0727934485896,0.0727934485896
ACAA2,1.0,9915.5,0.0005810476259198136,-3.2357882689410418,1550.0,0.0783540592458,0.0783540592458
ACACA,1.0,9915.5,9.6469763190477396e-05,-4.0156087875604776,6995.0,0.353604286725,0.353604286725
ACACB,1.0,9915.5,0.0006363931923147008,-3.1962744747765144,1393.0,0.0704175513093,0.0704175513093
ACAD10,1.0,9915.5,2.6006335923290874e-05,-4.5849208319790762,13051.0,0.659741178849,0.659741178849
ACAD11,1.0,9915.5,3.5653803677912352e-05,-4.44789413122,11777.0,0.59533919725,0.59533919725
ACAD8,1.0,9915.5,7.0688839689950613e-05,-4.1506491469337989,8570.0,0.43322212112,0.43322212112
ACAD9,1.0,9915.5,0.00052777155717430161,-3.2775540186159664,1727.0,0.0873015873016,0.0873015873016
ACADL,1.0,9915.5,4.9057309850357931e-05,-4.3092962708295497,10336.0,0.522495197654,0.522495197654
ACADM,1.0,9915.5,0.00082152096319566804,-3.0853813499598477,1025.0,0.0518147811141,0.0518147811141
ACADS,1.0,9915.5,0.00013307537698941657,-3.8759022948400359,5358.0,0.270852289961,0.270852289961
ACADSB,1.0,9915.5,0.00011423766275588344,-3.9421906909198472,6137.0,0.310231523607,0.310231523607
ACADVL,1.0,9915.5,0.00060864104512089198,-3.21563876333434,1472.0,0.0744110807805,0.0744110807805
ACAN,1.0,9915.5,0.00028155980206252324,-3.5504293487791463,2602.0,0.131533717521,0.131533717521
ACAP1,1.0,9915.5,6.8396941132284179e-05,-4.1649633204885834,8739.0,0.441765241128,0.441765241128
ACAP2,1.0,9915.5,0.00017771431700256616,-3.7502775831978132,4083.0,0.206399757355,0.206399757355
ACAP3,1.0,9915.5,2.868779139310536e-05,-4.5423028857975307,12689.0,0.64144171469,0.64144171469
ACAT1,1.0,9915.5,0.0006986778335398221,-3.1557230350826369,1232.0,0.0622788393489,0.0622788393489
ACAT2,1.0,9915.5,0.00023342295308923902,-3.6318564408790222,3065.0,0.154938833283,0.154938833283
ACBD3,1.0,9915.5,0.00013367403967333032,-3.8739529272281574,5337.0,0.269790718835,0.269790718835
ACBD4,1.0,9915.5,1.1271136601893531e-05,-4.9480322867009319,15461.0,0.781569103225,0.781569103225
ACBD5,1.0,9915.5,1.2520244757778585e-05,-4.9023871810366408,15226.0,0.769689616823,0.769689616823
ACBD6,1.0,9915.5,5.5435985740975958e-06,-5.2562082256123839,16817.0,0.850116267314,0.850116267314
ACBD7,1.0,9915.5,3.9866064038677477e-06,-5.3993966399499236,17281.0,0.873571934081,0.873571934081
ACCN1,1.0,9915.5,3.6290133464823444e-07,-6.4402114345845147,19283.0,0.974775048023,0.974775048023
ACCN2,1.0,9915.5,1.1746759372828419e-06,-5.9300819274868362,18624.0,0.941461935093,0.941461935093
ACCN3,1.0,9915.5,1.2823972496039079e-06,-5.8919774220973977,18563.0,0.938378323729,0.938378323729
ACCS,1.0,9915.5,1.2538115713464907e-05,-4.9017677264026753,15219.0,0.769335759782,0.769335759782
ACCSL,1.0,9915.5,7.3140018985322625e-06,-5.1358449312659564,16362.0,0.8271155596,0.8271155596
ACD,1.0,9915.5,0.00010536428012701801,-3.977306595698225,6571.0,0.332170660196,0.332170660196
ACE,1.0,9915.5,6.3057035390303402e-05,-4.200266451347356,9135.0,0.46178343949,0.46178343949
ACE2,1.0,9915.5,5.0054664569930484e-05,-4.3005554446065046,10238.0,0.51754119907,0.51754119907
ACER1,1.0,9915.5,2.3887965120085294e-05,-4.6218208437519008,13326.0,0.67364270549,0.67364270549
ACER2,1.0,9915.5,5.9937885760183791e-06,-5.2222985803573359,16692.0,0.843797391568,0.843797391568
ACER3,1.0,9915.5,1.5407852222517616e-05,-4.8122578955396937,14717.0,0.743959154787,0.743959154787
ACHE,1.0,9915.5,0.00019317652010753642,-3.7140456616028379,3731.0,0.188605803255,0.188605803255
ACIN1,1.0,9915.5,0.00013451838188591474,-3.8712183654299928,5296.0,0.267718127591,0.267718127591
ACKR1,1.0,9915.5,0.00013294823848064401,-3.8763174125498203,5362.0,0.271054493984,0.271054493984
ACKR2,1.0,9915.5,0.00020031257777836976,-3.6982917801710218,3586.0,0.181275907391,0.181275907391
ACKR3,1.0,9915.5,0.00011273166776684142,-3.9479540679423888,6205.0,0.313668992013,0.313668992013
ACKR4,1.0,9915.5,3.5032307729304636e-06,-5.455531252888095,17431.0,0.881154584976,0.881154584976
ACLY,1.0,9915.5,0.00080512498139030111,-3.0941366978743368,1049.0,0.0530280052573,0.0530280052573
ACMSD,1.0,9915.5,1.4063547904210704e-05,-4.851905103153582,14933.0,0.754878172076,0.754878172076
ACN9,1.0,9915.5,1.6202441522009662e-06,-5.7904195373313367,18402.0,0.930239611768,0.930239611768
ACO1,1.0,9915.5,8.9776924395473947e-05,-4.0468352768688014,7403.0,0.374229097159,0.374229097159
ACO2,1.0,9915.5,0.00067284725110981758,-3.1720835175435353,1297.0,0.0655646547366,0.0655646547366
