,GWAS P,GWAS Rank,Prop-Value,log10(Prop-Value),Prop Rank,Empirical P,Adjusted Association
OR4D2,1.0,9918.5,6.9552458645402972e-06,-5.1576875133030127,17328.0,0.875947831362,0.875947831362
OR4D5,1.0,9918.5,3.5836529814077139e-06,-5.445674051341479,18227.5,0.921418461227,0.921418461227
OR4D6,1.0,9918.5,4.8908767501552821e-06,-5.3106132812396227,17738.0,0.896673743808,0.896673743808
OR4D9,1.0,9918.5,3.7125568827341708e-06,-5.4303268834879805,18123.5,0.916161156607,0.916161156607
OR4E1,1.0,9918.5,9.9299246147361459e-07,-6.0030540485366819,19137.0,0.967394601153,0.967394601153
OR4E2,1.0,9918.5,3.8581423182284854e-06,-5.4136217562459672,18067.0,0.91330502477,0.91330502477
OR4F15,1.0,9918.5,3.5836529814077139e-06,-5.445674051341479,18227.5,0.921418461227,0.921418461227
OR4F16,1.0,9918.5,1.6616718779184589e-07,-6.7794547300573349,19768.0,0.999292285916,0.999292285916
OR4F17,1.0,9918.5,3.5836529814077139e-06,-5.445674051341479,18227.5,0.921418461227,0.921418461227
OR4F21,1.0,9918.5,4.4731328960258746e-06,-5.3493881988196685,17853.0,0.902487109493,0.902487109493
OR4F29,1.0,9918.5,9.9299246147361459e-07,-6.0030540485366819,19137.0,0.967394601153,0.967394601153
OR4F3,1.0,9918.5,3.4800203235478807e-06,-5.4584182197376361,18299.0,0.925032858154,0.925032858154
OR4F4,1.0,9918.5,3.5836529814077139e-06,-5.445674051341479,18227.5,0.921418461227,0.921418461227
OR4F5,1.0,9918.5,4.5196645508119188e-06,-5.3448937972986901,17837.0,0.901678293398,0.901678293398
OR4F6,1.0,9918.5,3.9739665027653004e-06,-5.4007757979522983,18023.0,0.911080780508,0.911080780508
OR4K1,1.0,9918.5,3.5836529814077139e-06,-5.445674051341479,18227.5,0.921418461227,0.921418461227
OR4K13,1.0,9918.5,3.5836529814077139e-06,-5.445674051341479,18227.5,0.921418461227,0.921418461227
OR4K14,1.0,9918.5,3.5836529814077139e-06,-5.445674051341479,18227.5,0.921418461227,0.921418461227
OR4K15,1.0,9918.5,4.1585232295469855e-06,-5.3810608682010592,17960.0,0.907896067132,0.907896067132
OR4K17,1.0,9918.5,4.1478512168881079e-06,-5.3821768301140862,17964.0,0.908098271156,0.908098271156
OR4K2,1.0,9918.5,3.6764535253307199e-06,-5.4345709196473582,18152.5,0.91762713578,0.91762713578
OR4K3,1.0,9918.5,9.9299246147361459e-07,-6.0030540485366819,19137.0,0.967394601153,0.967394601153
OR4K5,1.0,9918.5,4.4343222471541134e-06,-5.3531727494092731,17862.0,0.902942068547,0.902942068547
OR4L1,1.0,9918.5,3.5836529814077139e-06,-5.445674051341479,18227.5,0.921418461227,0.921418461227
OR4M1,1.0,9918.5,3.5836529814077139e-06,-5.445674051341479,18227.5,0.921418461227,0.921418461227
OR4M2,1.0,9918.5,9.9299246147361459e-07,-6.0030540485366819,19137.0,0.967394601153,0.967394601153
OR4N2,1.0,9918.5,3.7462817637873206e-06,-5.4263995617562548,18103.0,0.915124860985,0.915124860985
OR4N4,1.0,9918.5,4.1137272450236446e-06,-5.3857645069796725,17980.0,0.908907087251,0.908907087251
